"MGI_Symbol"	"SRR8867570"	"SRR8867571"	"SRR8867572"	"SRR12554274"	"SRR12554275"	"SRR12554276"	"SRR3143894"	"SRR3143897"	"SRR11294120"	"SRR11294121"	"SRR11294122"	"SRR5809472"	"SRR5809473"	"SRR5809474"	"SRR5809475"	"SRR6910771"	"SRR6910772"	"SRR6910773"	"SRR5809464"	"SRR5809465"	"SRR5809466"	"SRR5809467"	"SRR6910774"	"SRR6910775"	"SRR6910776"	"SRR12554271"	"SRR12554272"	"SRR12554273"
"Ccnb1"	217.410753598137	259.063847807237	239.420050205609	250.969745154317	214.136327866031	249.103532696799	72.752002711047	114.705727066819	110.132468271217	153.055779382914	125.333137947421	0	0	30.4496084150974	8.01622428284465	9.03307225587681	4.64300368732087	6.96782976822579	4.67215129771	16.1214042957572	52.4354302839075	24.0433240720775	26.2665229537088	27.089395246002	19.759387625829	16.0884788469933	23.1102466797095	21.3481628544464
"Rtn4rl2"	358.015429002061	474.094180406445	1220.74667573971	587.672948434837	659.445893085376	612.877643618373	67.9656867432149	57.5384715060095	54.3320176804673	76.0244167329608	58.1903854755884	216.487973101282	185.439892818339	121.79843366039	424.859886990766	210.018929949136	143.933114306947	147.098628440322	14.01645389313	0	0	36.0649861081163	21.7378120996211	7.38801688527326	3.76369288111029	5.61226006290464	9.17612735811993	15.355696088286
"Car10"	113.350905722106	80.7281112147197	112.320517380409	97.9454914058061	111.327391304836	97.3480015142241	11.8062460539857	13.3637740272022	9.78955273521933	20.1389183398572	16.9100265484616	74.4177407535659	25.5779162508054	60.8992168301948	32.0648971313786	40.6488251514456	27.8580221239252	42.5811819169354	0	0	0	0	0.905742170817545	1.64178153006073	1.88184644055514	0.374150670860309	1.69928284409628	0.374529172885024
"Rap1gap"	54.5075393636355	57.9774616905714	37.4401724601364	14.455059800348	62.5665813929555	70.5102066105533	223.042324100973	188.948916106831	199.706875798474	208.437804817522	260.613350335114	67.6524915941508	95.9171859405201	101.498694716991	136.275812808359	73.7700900896606	44.882368977435	49.5490116851612	102.78732854962	10.7476028638381	83.896688454252	72.1299722162325	67.0249206404984	131.342522404858	72.451087961373	83.0614489309886	60.4944692498277	76.7784804414299
"Rpe65"	16.1045002665287	8.07281112147197	22.6611570153457	23.4271658833226	10.5746334748657	12.1989976834867	51.3731247213972	59.0233352868097	52.8635847701844	80.5556733594287	62.169215251697	33.8262457970754	51.1558325016107	30.4496084150974	32.0648971313786	15.8078764477844	41.7870331858878	27.8713190729032	9.34430259542001	21.4952057276762	26.2177151419537	12.0216620360388	25.3607807828913	14.7760337705465	12.2320018636084	13.8435748218314	12.9145496151318	17.9774002984811
"Ier5l"	227.321215300616	168.061249710644	147.790154447907	143.802922496565	191.812101641314	214.946339183036	90.3018279264311	69.0461658072114	122.369409190242	90.6251325293572	82.5607178542537	33.8262457970754	172.650934692936	172.547781018885	32.0648971313786	54.9511895565839	74.2880589971339	69.6782976822579	4.67215129771	10.7476028638381	26.2177151419537	66.1191411982132	29.889491636979	48.4325551367914	21.6412340663841	25.8163962893613	26.508812367902	21.7226920273314
"Mastl"	113.970309578511	63.1147051315081	66.0129356533983	109.908299516439	72.5537352303286	71.2421464715625	4.78631596783204	5.56823917800091	3.91582109408773	0.503472958496429	0	40.5914949564905	25.5779162508054	40.5994778867966	32.0648971313786	40.6488251514456	28.631856071812	38.7101653790322	4.67215129771	16.1214042957572	15.7306290851722	6.01083101801938	8.15167953735791	14.7760337705465	0.940923220277571	8.97961610064742	10.1956970645777	7.49058345770048
"Ankrd37"	97.2464054555771	49.9046505690995	37.4401724601364	58.3186895393349	62.2728415742092	76.6097054522966	85.1964242274103	67.9325179716112	85.6585864331691	54.3750795176143	83.0580715762672	108.243986550641	159.861976567533	91.3488252452922	104.21091567698	140.012619966091	88.9909040069833	113.807886214355	18.68860519084	0	36.7048011987352	36.0649861081163	34.4182024910667	44.3281013116396	30.1095430488823	31.8028070231263	24.1298163861672	29.5878046579169
"Serpine3"	72.4702511993791	147.512275946897	161.583902196378	118.631180430442	126.895601698389	117.354357715142	25.5270184951042	31.5533553420052	15.6632843763509	28.1944856758	20.8888563245702	6.76524915941508	76.7337487524161	10.1498694716991	64.1297942627572	36.8850450448303	31.7271918633593	41.0327753017741	116.80378244275	128.971234366057	94.3837745110335	60.1083101801938	86.0455062276668	83.730858033097	83.7421666047039	95.7825717402391	95.8395524070304	84.2690638991304
"St6galnac5"	211.216715034088	236.313198283089	155.672296018462	276.889162727355	169.194135597851	174.20168692019	159.543865594401	200.085394462833	175.722471597187	182.760683934204	179.544693646901	33.8262457970754	76.7337487524161	10.1498694716991	24.0486728485339	37.6378010661534	41.013199238001	37.1617587638709	88.7708746564901	53.7380143191905	41.948344227126	42.0758171261356	42.5698820284246	75.5219503827933	41.4006216922131	53.5035459330242	51.658198460527	55.0557884140985
"Mex3b"	125.738982850205	120.358274901946	107.394178898812	151.030452396739	95.1717012737914	111.498838827069	41.4814050545443	46.4019931500076	62.1636598686428	54.3750795176143	62.169215251697	6.76524915941508	185.439892818339	0	104.21091567698	66.2425298764299	53.39454240419	58.0652480685483	18.68860519084	5.37380143191905	5.24354302839075	0	12.6803903914456	11.4924707104251	20.7003108461066	16.0884788469933	8.83627078930068	12.3594627052058
"Ddr2"	234.134657721071	0	0.985267696319378	217.075122174191	227.060879890867	0.243979953669734	53.28765110853	54.939959889609	49.9267189496186	46.3195121816715	46.7512498692762	67.6524915941508	76.7337487524161	71.049086301894	16.0324485656893	64.7370178337838	48.7515387168691	52.6458249154838	9.34430259542001	48.3642128872715	15.7306290851722	12.0216620360388	9.963163878993	22.1640506558198	6.586462541943	16.0884788469933	15.9732587345051	16.4792836069411
