N_unmapped	610355	610355	610355
N_multimapping	1118969	1118969	1118969
N_noFeature	2395336	13588485	3845938
N_ambiguous	254203	16880	72028
ENSDARG00000102141	131	16	115
ENSDARG00000102123	134	22	112
ENSDARG00000114503	434	31	403
ENSDARG00000115971	3	2	1
ENSDARG00000098311	66	8	58
ENSDARG00000104839	0	0	0
ENSDARG00000100143	297	34	263
ENSDARG00000102474	419	56	363
ENSDARG00000104049	329	48	281
ENSDARG00000102226	13	8	5
ENSDARG00000103095	343	63	280
ENSDARG00000102128	213	19	194
ENSDARG00000110470	1	0	1
ENSDARG00000100422	9	0	9
ENSDARG00000104632	285	31	254
ENSDARG00000100660	163	27	136
ENSDARG00000113107	41	4	37
ENSDARG00000099787	30	7	23
ENSDARG00000112451	16	1	15
ENSDARG00000070546	3	0	3
ENSDARG00000045914	1488	197	1291
ENSDARG00000045913	130	18	112
ENSDARG00000045911	370	45	325
ENSDARG00000045910	190	28	162
ENSDARG00000045909	25	6	19
ENSDARG00000025073	6664	480	6184
ENSDARG00000084828	0	0	0
ENSDARG00000095951	0	0	0
ENSDARG00000093924	4	1	3
ENSDARG00000108269	0	0	0
ENSDARG00000084451	1	1	0
ENSDARG00000031737	22	2	20
ENSDARG00000099652	764	78	686
ENSDARG00000101047	229	59	379
ENSDARG00000102104	0	182	27
ENSDARG00000099833	147	17	130
ENSDARG00000103870	9	3	6
ENSDARG00000096118	62	2	61
ENSDARG00000045900	80	11	70
ENSDARG00000016968	661	61	600
ENSDARG00000102878	931	98	833
ENSDARG00000059311	19	3	16
ENSDARG00000017386	122	14	108
ENSDARG00000045898	4	3	1
ENSDARG00000006060	170	19	151
ENSDARG00000113105	0	0	0
ENSDARG00000103050	12	1	11
ENSDARG00000070535	3	0	3
ENSDARG00000013789	1	0	1
ENSDARG00000063686	182	11	171
ENSDARG00000087962	277	53	240
ENSDARG00000099313	107	28	95
ENSDARG00000103102	2	0	2
ENSDARG00000104018	1939	182	1757
ENSDARG00000102157	5	0	5
ENSDARG00000098612	54	8	46
ENSDARG00000100898	0	0	0
ENSDARG00000102340	9	1	8
ENSDARG00000111388	144	14	130
ENSDARG00000025601	0	0	0
ENSDARG00000063672	100	12	88
ENSDARG00000018149	4498	484	4014
ENSDARG00000095920	1	0	1
ENSDARG00000045886	9859	839	9020
ENSDARG00000045885	523	54	469
ENSDARG00000007413	304	32	272
ENSDARG00000097341	10	1	9
ENSDARG00000045880	60	7	53
ENSDARG00000009657	166	26	140
ENSDARG00000093658	245	19	226
ENSDARG00000026839	52	3	49
ENSDARG00000016979	332	96	593
ENSDARG00000070477	220	349	228
ENSDARG00000045878	143	23	120
ENSDARG00000045877	387	62	325
ENSDARG00000079391	179	13	166
ENSDARG00000015921	126	20	106
ENSDARG00000099520	1	0	1
ENSDARG00000061544	509	68	441
ENSDARG00000020812	0	0	0
ENSDARG00000094007	0	0	0
ENSDARG00000093685	1	0	1
ENSDARG00000059196	1	0	1
ENSDARG00000009262	218	25	193
ENSDARG00000018618	634	89	545
ENSDARG00000045874	95	14	105
ENSDARG00000057468	1	20	5
ENSDARG00000045873	51	6	45
ENSDARG00000079143	35	4	31
ENSDARG00000057714	36	3	33
ENSDARG00000045224	6	1	5
ENSDARG00000011246	78	12	66
ENSDARG00000053709	2	1	1
ENSDARG00000099129	74	13	61
ENSDARG00000101813	2093	382	1711
ENSDARG00000039724	71	7	64
ENSDARG00000070441	119	14	105
ENSDARG00000011961	56	28	28
ENSDARG00000008986	28	2	26
ENSDARG00000008235	200	28	172
ENSDARG00000107595	0	0	0
ENSDARG00000004592	2834	314	2520
ENSDARG00000006567	32	6	26
ENSDARG00000016231	180	23	157
ENSDARG00000016749	16	10	6
ENSDARG00000004227	277	59	218
ENSDARG00000006038	278	28	250
ENSDARG00000045870	208	30	178
ENSDARG00000098551	2	0	2
ENSDARG00000060248	44	7	37
ENSDARG00000017757	390	44	346
ENSDARG00000030598	1401	239	1162
ENSDARG00000077356	31	17	43
ENSDARG00000097907	5	22	12
ENSDARG00000089860	27	4	29
ENSDARG00000097073	0	7	2
ENSDARG00000039843	45	8	40
ENSDARG00000077654	5	1	4
ENSDARG00000112842	0	0	0
ENSDARG00000070414	0	0	0
ENSDARG00000033296	0	0	0
ENSDARG00000006283	214	51	163
ENSDARG00000045864	9597	1935	7662
ENSDARG00000045863	294	27	267
ENSDARG00000093470	0	0	0
ENSDARG00000105162	1	0	1
ENSDARG00000107526	0	0	0
ENSDARG00000016691	11	2	9
ENSDARG00000101363	7	1	6
ENSDARG00000095042	0	0	0
